ticker,mom_12_1,rank,pct_rank
NCNO,-0.27319031729588894,2317.0,0.9461004491629237
AVNT,-0.2734256059612842,2318.0,0.9465087790935075
SAM,-0.27364553939270153,2319.0,0.9469171090240914
ACN,-0.27463385593590794,2320.0,0.9473254389546754
NOG,-0.274821727514153,2321.0,0.9477337688852593
CBT,-0.2801118712478242,2322.0,0.9481420988158432
RIG,-0.2811060424275186,2323.0,0.9485504287464271
ZETA,-0.2821531567859855,2324.0,0.9489587586770111
ERIE,-0.2834321820419995,2325.0,0.9493670886075949
FND,-0.2848132482710777,2326.0,0.9497754185381788
KBR,-0.2855593403820781,2327.0,0.9501837484687627
LSTR,-0.2872264401175457,2328.0,0.9505920783993467
VFC,-0.28787772109605525,2329.0,0.9510004083299306
MORN,-0.2896001331060717,2330.0,0.9514087382605145
PTEN,-0.2916412767277402,2331.0,0.9518170681910985
BLDR,-0.2925904065479261,2332.0,0.9522253981216823
GPK,-0.2949169752512485,2333.0,0.9526337280522662
CIVI,-0.29503048156108636,2334.0,0.9530420579828501
AI,-0.2959804813875524,2335.0,0.9534503879134341
ODFL,-0.2962394996475155,2336.0,0.953858717844018
CMG,-0.29729248153066146,2337.0,0.9542670477746019
ICUI,-0.2973701043376592,2338.0,0.9546753777051857
PAYO,-0.29814382006311735,2339.0,0.9550837076357697
BHC,-0.2989130496753415,2340.0,0.9554920375663536
ON,-0.3004681108291626,2341.0,0.9559003674969375
EIX,-0.3005364189433203,2342.0,0.9563086974275214
CPB,-0.3013162974979471,2343.0,0.9567170273581054
SAIC,-0.30458774935051147,2344.0,0.9571253572886893
CHDN,-0.3055510497978525,2345.0,0.9575336872192731
CWAN,-0.3098429706424648,2346.0,0.957942017149857
FOLD,-0.3099824814538741,2347.0,0.958350347080441
CSW,-0.3107662703484687,2348.0,0.9587586770110249
TTEK,-0.31241375083390877,2349.0,0.9591670069416088
HP,-0.31316326928799787,2350.0,0.9595753368721928
DXC,-0.3136958864272844,2351.0,0.9599836668027767
HAE,-0.3150646547195243,2352.0,0.9603919967333605
CNS,-0.3160062930099232,2353.0,0.9608003266639444
S,-0.3171772010388285,2354.0,0.9612086565945284
SMG,-0.3178773678916642,2355.0,0.9616169865251123
ALKT,-0.32149686592563653,2356.0,0.9620253164556962
POWI,-0.32426447128046576,2357.0,0.9624336463862802
CZR,-0.3252184735743391,2358.0,0.9628419763168641
REGN,-0.3263177662687199,2359.0,0.9632503062474479
WHD,-0.3269963107426732,2360.0,0.9636586361780318
TFII.TO,-0.32987809596990125,2361.0,0.9640669661086158
TDC,-0.3326093535715472,2362.0,0.9644752960391997
CAG,-0.33732109982306613,2363.0,0.9648836259697836
UPS,-0.33741719866414,2364.0,0.9652919559003675
COLM,-0.33863397140957885,2365.0,0.9657002858309514
MNDY,-0.3408990177300413,2366.0,0.9661086157615353
ILMN,-0.34112667113329065,2367.0,0.9665169456921192
COO,-0.3450516110172014,2368.0,0.9669252756227031
BAX,-0.34766088703411013,2369.0,0.9673336055532871
ONTO,-0.3484596378374575,2370.0,0.967741935483871
FI,-0.3485093650724381,2371.0,0.9681502654144549
FBIN,-0.34878035684157915,2372.0,0.9685585953450387
ANF,-0.35086116237962084,2373.0,0.9689669252756227
NSIT,-0.35164643923347716,2374.0,0.9693752552062066
MATX,-0.35623170618583877,2375.0,0.9697835851367905
WSC,-0.3580184984445416,2376.0,0.9701919150673745
RH,-0.36123247458083796,2377.0,0.9706002449979584
FDS,-0.36288941880557546,2378.0,0.9710085749285423
SNAP,-0.36595393627510475,2379.0,0.9714169048591261
IFF,-0.36752040714951817,2380.0,0.9718252347897101
SPSC,-0.3688484885475851,2381.0,0.972233564720294
ALVO,-0.3690292858845323,2382.0,0.9726418946508779
DECK,-0.3699421770704282,2383.0,0.9730502245814618
OLN,-0.3721425010221526,2384.0,0.9734585545120458
UNH,-0.37504225378251443,2385.0,0.9738668844426297
EMN,-0.3751309893185911,2386.0,0.9742752143732135
OS,-0.37567750611844086,2387.0,0.9746835443037974
NWL,-0.3782450529266016,2388.0,0.9750918742343814
TGT,-0.3790968914808821,2389.0,0.9755002041649653
FLO,-0.3794262969021466,2390.0,0.9759085340955492
KMX,-0.3800773606721035,2391.0,0.9763168640261332
GKOS,-0.3833648162437975,2392.0,0.976725193956717
TFX,-0.3854680509844064,2393.0,0.9771335238873009
LYB,-0.38722474418962927,2394.0,0.9775418538178848
SAIA,-0.3873232346322839,2395.0,0.9779501837484688
ALGN,-0.38926009868684963,2396.0,0.9783585136790527
MKTX,-0.38933278004393534,2397.0,0.9787668436096366
BWIN,-0.3901859034149294,2398.0,0.9791751735402205
SM,-0.3921835226793142,2399.0,0.9795835034708044
LULU,-0.40271904558142013,2400.0,0.9799918334013883
VERX,-0.4027944611438927,2401.0,0.9804001633319722
WLK,-0.40307351532354774,2402.0,0.9808084932625561
MOH,-0.40427121635283103,2403.0,0.9812168231931401
STZ,-0.4077955148513557,2404.0,0.981625153123724
OGN,-0.4079663756296059,2405.0,0.9820334830543079
RARE,-0.41008042883809315,2406.0,0.9824418129848917
NOVT,-0.41171288595910926,2407.0,0.9828501429154757
BCC,-0.4139098408333346,2408.0,0.9832584728460596
UAA,-0.41637430879527504,2409.0,0.9836668027766435
ASH,-0.41778783353503246,2410.0,0.9840751327072275
CLVT,-0.4196969728715054,2411.0,0.9844834626378114
ACHC,-0.42000466091861743,2412.0,0.9848917925683952
BRKR,-0.4233207031714704,2413.0,0.9853001224989791
FUN,-0.4234965896645031,2414.0,0.9857084524295631
CNC,-0.42691935003095693,2415.0,0.986116782360147
PROCF,-0.4271356883258164,2416.0,0.9865251122907309
XRAY,-0.4289657790473502,2417.0,0.9869334422213148
HRI,-0.432025018912243,2418.0,0.9873417721518988
BAH,-0.43957879279075485,2419.0,0.9877501020824826
DNLI,-0.4406779287427456,2420.0,0.9881584320130665
AVTR,-0.44211001010118844,2421.0,0.9885667619436505
BRBR,-0.44782018132994594,2422.0,0.9889750918742344
IMVT,-0.4490772141784971,2423.0,0.9893834218048183
FMC,-0.452211821630104,2424.0,0.9897917517354022
RXO,-0.45441646601391006,2425.0,0.9902000816659862
LINE,-0.4548114195660341,2426.0,0.99060841159657
COTY,-0.4569892566153625,2427.0,0.9910167415271539
IT,-0.47687563160758706,2428.0,0.9914250714577378
RHI,-0.47788803696893645,2429.0,0.9918334013883218
ASGN,-0.4858849157589744,2430.0,0.9922417313189057
COLD,-0.49726161940375857,2431.0,0.9926500612494896
DOW,-0.5004009035893983,2432.0,0.9930583911800736
MRNA,-0.5248344438247237,2433.0,0.9934667211106574
IBRX,-0.5278310901851901,2434.0,0.9938750510412413
LNTH,-0.5330480460164194,2435.0,0.9942833809718252
DJT,-0.5353706846237369,2436.0,0.9946917109024092
CAVA,-0.5476939132099805,2437.0,0.9951000408329931
SQQQ,-0.5704246621432237,2438.0,0.995508370763577
ENPH,-0.5738198579062035,2439.0,0.9959167006941608
FRPT,-0.5842009702582539,2440.0,0.9963250306247448
TTD,-0.5922968247666867,2441.0,0.9967333605553287
PRCT,-0.6034444597032333,2442.0,0.9971416904859126
INSP,-0.619565219942418,2443.0,0.9975500204164965
VKTX,-0.6377171166947115,2444.0,0.9979583503470805
PCVX,-0.6613069960078215,2445.0,0.9983666802776644
CE,-0.6653589062452694,2446.0,0.9987750102082482
PACS,-0.6783036681334959,2447.0,0.9991833401388321
GLOB,-0.7266186991520609,2448.0,0.9995916700694161
SRPT,-0.8470634884304471,2449.0,1.0
