ticker,mom_12_1,rank,pct_rank
GEV,1.0423639837616752,121.0,0.049407921600653326
EQX.TO,1.0246753946446856,122.0,0.04981625153123724
ARKW,1.007934710771282,123.0,0.05022458146182115
OR.TO,1.0073380777651741,124.0,0.05063291139240506
U,0.9940239575527543,125.0,0.05104124132298898
RBRK,0.9934562129411066,126.0,0.051449571253572884
RING,0.9891145550261278,127.0,0.0518579011841568
URBN,0.986926252830914,128.0,0.05226623111474071
AEM,0.9832987605132311,129.0,0.05267456104532462
EDV.TO,0.9758464844230468,130.0,0.053082890975908535
BTSG,0.9746158275660035,131.0,0.05349122090649244
HWM,0.9733100978144349,132.0,0.05389955083707636
GDXJ,0.9693752936790783,133.0,0.05430788076766027
PPTA.TO,0.9678545787328772,134.0,0.05471621069824418
SNOW,0.9643790598435698,135.0,0.05512454062882809
AVGO,0.9623353998031399,136.0,0.05553287055941201
AS,0.9467786698802729,137.0,0.055941200489995915
XGD.TO,0.9406728729097973,138.0,0.05634953042057983
SYM,0.9395465905063318,139.0,0.05675786035116374
CAR,0.9345784014966112,140.0,0.05716619028174765
RDDT,0.9278289992447346,141.0,0.057574520212331566
TXG.TO,0.9260738871148153,142.0,0.057982850142915474
SII.TO,0.9228355762993696,143.0,0.05839118007349939
TIGO,0.9224286973979503,144.0,0.0587995100040833
GDX,0.9161363466760035,145.0,0.05920783993466721
CELH,0.9112367627753517,146.0,0.059616169865251124
ATGE,0.9086752402759635,147.0,0.06002449979583503
MIRM,0.9061362273456468,148.0,0.060432829726418946
BBD-B.TO,0.9042179483111117,149.0,0.06084115965700286
SHOP,0.9001406770231724,150.0,0.06124948958758677
SIL,0.8992957361118854,151.0,0.06165781951817068
SKE.TO,0.8943089184480162,152.0,0.0620661494487546
SHLD,0.8927078044900971,153.0,0.062474479379338504
NEM,0.8926022047202016,154.0,0.06288280930992242
ETNB,0.8894600787712899,155.0,0.06329113924050633
MRUS,0.8856399148893903,156.0,0.06369946917109025
OSIS,0.8851826097594622,157.0,0.06410779910167415
COIN,0.8827893457984655,158.0,0.06451612903225806
SMR,0.8808778029256379,159.0,0.06492445896284198
ARKK,0.8805840967438496,160.0,0.06533278889342589
ATZ.TO,0.8777603583960265,161.0,0.0657411188240098
HL,0.8728983391011225,162.0,0.0661494487545937
WBTN,0.8663462076314121,163.0,0.06655777868517762
GTX,0.8640223234658932,164.0,0.06696610861576154
APH,0.8611693788563375,165.0,0.06737443854634545
NXT,0.8581114623510839,166.0,0.06778276847692936
ATEC,0.8522293170057806,167.0,0.06819109840751326
UNFI,0.8495574557357279,168.0,0.06859942833809718
BITX,0.8416968176251161,169.0,0.0690077582686811
TSLL,0.8382551945767112,170.0,0.06941608819926501
LAUR,0.8358556667793162,171.0,0.06982441812984892
KAR,0.8215190088112867,172.0,0.07023274806043282
LRCX,0.8200192221300899,173.0,0.07064107799101674
NRG,0.8194417230530389,174.0,0.07104940792160065
IESC,0.818493607839418,175.0,0.07145773785218457
KNT.TO,0.8164146089719122,176.0,0.07186606778276848
WWW,0.8140465123224894,177.0,0.0722743977133524
IBKR,0.813568346851383,178.0,0.0726827276439363
SPOT,0.8125162008238878,179.0,0.07309105757452021
TEM,0.8088301438034888,180.0,0.07349938750510412
GENI,0.8072993119413736,181.0,0.07390771743568804
FVI.TO,0.7979798480217415,182.0,0.07431604736627195
UEC,0.7978436678468068,183.0,0.07472437729685585
SILJ,0.7966668383317306,184.0,0.07513270722743977
ARWR,0.7935518720483459,185.0,0.07554103715802368
SITM,0.7827939610187167,186.0,0.0759493670886076
TSLA,0.7799479301851642,187.0,0.07635769701919151
WDO.TO,0.7770492331246737,188.0,0.07676602694977541
SGI,0.7761350089254251,189.0,0.07717435688035933
MFI.TO,0.7698401901173806,190.0,0.07758268681094324
MDGL,0.7685663998565322,191.0,0.07799101674152716
JBL,0.7677438378258432,192.0,0.07839934667211107
GE,0.7620265699964961,193.0,0.07880767660269498
GLW,0.7609484240769802,194.0,0.07921600653327888
PSKY,0.7566790177218721,195.0,0.0796243364638628
DDS,0.7545840321218173,196.0,0.08003266639444671
DOCS,0.752515538676084,197.0,0.08044099632503063
WULF,0.7515337591567179,198.0,0.08084932625561454
AAP,0.7507605905641743,199.0,0.08125765618619844
FM.TO,0.7498610307252773,200.0,0.08166598611678236
CYBR,0.7472516023881233,201.0,0.08207431604736627
MGNI,0.7451924267252561,202.0,0.08248264597795019
TKO,0.744812470227759,203.0,0.0828909759085341
ABX.TO,0.7369293105141501,204.0,0.083299305839118
DASH,0.7357370487008557,205.0,0.08370763576970192
CALX,0.734595734288769,206.0,0.08411596570028583
MTZ,0.7317112752506014,207.0,0.08452429563086974
AGI.TO,0.7313556934807539,208.0,0.08493262556145366
TFPM.TO,0.72694019373882,209.0,0.08534095549203756
NVMI,0.7250944327983755,210.0,0.08574928542262147
TSEM,0.7230697004117068,211.0,0.08615761535320539
KNSA,0.718902238546747,212.0,0.0865659452837893
HWKN,0.7187008576253746,213.0,0.08697427521437322
PRDO,0.716388331190241,214.0,0.08738260514495713
CRK,0.7153978550083451,215.0,0.08779093507554103
HCI,0.7140675630199651,216.0,0.08819926500612495
DLO,0.7118136072906103,217.0,0.08860759493670886
ALNY,0.7104917898796204,218.0,0.08901592486729278
WPM.TO,0.7078518593382555,219.0,0.08942425479787669
IONS,0.7040895860650966,220.0,0.08983258472846059
STNE,0.7036035313098146,221.0,0.0902409146590445
QTUM,0.6981558064624884,222.0,0.09064924458962842
CORT,0.6971614976234686,223.0,0.09105757452021233
LYFT,0.696993043618797,224.0,0.09146590445079625
AXON,0.6945454891344451,225.0,0.09187423438138015
FNV.TO,0.6924924135793331,226.0,0.09228256431196406
HBM.TO,0.6904636481189683,227.0,0.09269089424254798
ORCL,0.689378333941636,228.0,0.09309922417313189
PRM,0.6859939638446833,229.0,0.0935075541037158
MU,0.685031904696995,230.0,0.09391588403429972
PAAS.TO,0.6848620002905546,231.0,0.09432421396488362
ESE,0.6841811974321739,232.0,0.09473254389546754
CAE.TO,0.6820407789580678,233.0,0.09514087382605145
SNEX,0.6812526933301883,234.0,0.09554920375663536
LGND,0.675875160870516,235.0,0.09595753368721928
PSTG,0.6745254512718335,236.0,0.09636586361780318
DY,0.6736075643960198,237.0,0.0967741935483871
FLEX,0.6720508878661593,238.0,0.09718252347897101
NAMS,0.6709753095855364,239.0,0.09759085340955492
AFRM,0.6665907496937369,240.0,0.09799918334013884
AG.TO,0.6660494034909739,241.0,0.09840751327072274
CENX,0.6634561611846879,242.0,0.09881584320130665
LLYVK,0.6615832797558803,243.0,0.09922417313189057
ETH,0.6601694776216689,244.0,0.09963250306247448
