ticker,mom_12_1,ret_t_1,rank,pct_rank,quartile,signal
INDV,1.6759156490436267,-0.03898799295981892,59.0,0.024190241902419023,Q1 (Top),LONG
AU,1.6305377341927527,0.042513831735025986,60.0,0.024600246002460024,Q1 (Top),LONG
NGD.TO,1.603133280843895,0.027081193265586334,61.0,0.025010250102501026,Q1 (Top),LONG
PGY,1.577256888392625,-0.00976762917854046,62.0,0.025420254202542025,Q1 (Top),LONG
TTMI,1.5668447906986667,0.027430588071361894,63.0,0.025830258302583026,Q1 (Top),LONG
NG.TO,1.5571726272468718,0.13414630836942232,64.0,0.026240262402624025,Q1 (Top),LONG
CIFR,1.5537526553688825,0.16759329873745332,65.0,0.026650266502665027,Q1 (Top),LONG
LITE,1.5475185444639186,0.006760437584278023,66.0,0.02706027060270603,Q1 (Top),LONG
EFR.TO,1.5410227380455055,0.08001867184456324,67.0,0.027470274702747027,Q1 (Top),LONG
TPC,1.530478246328336,-0.04848294965739264,68.0,0.02788027880278803,Q1 (Top),LONG
OGC.TO,1.5271859216339498,0.043756350874093464,69.0,0.028290282902829027,Q1 (Top),LONG
UI,1.5023555513835287,0.0027097065927446096,70.0,0.02870028700287003,Q1 (Top),LONG
K.TO,1.4815238653812028,0.010133134477241734,71.0,0.02911029110291103,Q1 (Top),LONG
NET,1.4465853218311064,0.009692911442989782,72.0,0.02952029520295203,Q1 (Top),LONG
WDC,1.4394516897149705,0.09370315033122978,73.0,0.02993029930299303,Q1 (Top),LONG
TPR,1.4295539754511442,0.01501498789889899,74.0,0.03034030340303403,Q1 (Top),LONG
AMSC,1.4221043344574653,-0.0015154092189395563,75.0,0.03075030750307503,Q1 (Top),LONG
STX,1.4090277334954044,0.07087179488505435,76.0,0.031160311603116032,Q1 (Top),LONG
WBD,1.4022140727840005,-0.02764981549112766,77.0,0.031570315703157034,Q1 (Top),LONG
MRCY,1.3925813037609962,0.07881134824114366,78.0,0.03198031980319803,Q1 (Top),LONG
QS,1.3922329061520613,0.2922078304094544,79.0,0.03239032390323903,Q1 (Top),LONG
IRTC,1.3742407467790971,0.02104770627111452,80.0,0.03280032800328003,Q1 (Top),LONG
SOFI,1.3652640909434752,-0.044663145411364624,81.0,0.033210332103321034,Q1 (Top),LONG
TLN,1.345500680697135,0.030842999122165926,82.0,0.033620336203362036,Q1 (Top),LONG
IMG.TO,1.3260025223636944,0.03058960836551683,83.0,0.03403034030340303,Q1 (Top),LONG
GMIN.TO,1.3254835004322012,0.06582277468114328,84.0,0.03444034440344403,Q1 (Top),LONG
IDCC,1.3137470460728768,-0.017756292001668617,85.0,0.034850348503485035,Q1 (Top),LONG
IHS,1.3118644276010487,-0.013196502979847646,86.0,0.035260352603526036,Q1 (Top),LONG
GSAT,1.310476151723711,0.1577356904298164,87.0,0.03567035670356704,Q1 (Top),LONG
COMM,1.3001485138728794,0.0032299865770952785,88.0,0.03608036080360803,Q1 (Top),LONG
CVI,1.2943396488966958,0.012609624184344304,89.0,0.036490364903649035,Q1 (Top),LONG
CIEN,1.29365457437834,0.03967871800611511,90.0,0.03690036900369004,Q1 (Top),LONG
ARQT,1.2683513152384647,0.05676390839100831,91.0,0.03731037310373104,Q1 (Top),LONG
LMND,1.251998222482705,0.018494334037789883,92.0,0.03772037720377204,Q1 (Top),LONG
OLA.TO,1.2436472497009432,-0.04663556286416415,93.0,0.038130381303813035,Q1 (Top),LONG
SEZL,1.222957083645079,0.07544323012817533,94.0,0.03854038540385404,Q1 (Top),LONG
BBIO,1.2187099088106468,0.017712784134913173,95.0,0.03895038950389504,Q1 (Top),LONG
DPM.TO,1.2045861917834877,0.031766597410642916,96.0,0.03936039360393604,Q1 (Top),LONG
HUT,1.2045599403032488,0.1519677360567122,97.0,0.03977039770397704,Q1 (Top),LONG
PRIM,1.201933603084742,-0.0034224220085667945,98.0,0.04018040180401804,Q1 (Top),LONG
STRL,1.1992877914371975,0.028320758727669926,99.0,0.04059040590405904,Q1 (Top),LONG
REZI,1.1952211559579915,-0.001621113810317154,100.0,0.04100041000410004,Q1 (Top),LONG
BTDR,1.1938382845027191,0.13633703352268434,101.0,0.04141041410414104,Q1 (Top),LONG
AAUC.TO,1.1909908882006768,0.044819085783947,102.0,0.041820418204182044,Q1 (Top),LONG
NGEX.TO,1.188027109117955,0.021579940249641494,103.0,0.04223042230422304,Q1 (Top),LONG
RMBS,1.1790045506738092,-0.04040306341432842,104.0,0.04264042640426404,Q1 (Top),LONG
SEDG,1.168816011622082,-0.02054049517657308,105.0,0.04305043050430504,Q1 (Top),LONG
SRAD,1.1676067646479305,-0.017843849406811052,106.0,0.043460434604346045,Q1 (Top),LONG
BB.TO,1.1555554781851551,-0.07511042045801364,107.0,0.043870438704387046,Q1 (Top),LONG
REVG,1.1515098455721766,-0.04729127540270739,108.0,0.04428044280442804,Q1 (Top),LONG
ABTC,1.1499201887149608,0.03560834660317891,109.0,0.04469044690446904,Q1 (Top),LONG
INSM,1.1404577455365539,0.09131317031367026,110.0,0.045100451004510045,Q1 (Top),LONG
FIX,1.1180474623769343,-0.008688992672866935,111.0,0.04551045510455105,Q1 (Top),LONG
RYTM,1.1158600216286065,-0.019506894369485606,112.0,0.04592045920459205,Q1 (Top),LONG
ARIS.TO,1.1114551490367077,0.026392936042225035,113.0,0.04633046330463304,Q1 (Top),LONG
W,1.0856875557330543,-0.008955592022384828,114.0,0.046740467404674045,Q1 (Top),LONG
SBET,1.0845588905588586,0.06878307234278358,115.0,0.04715047150471505,Q1 (Top),LONG
ACMR,1.081936733667256,0.06210069611155333,116.0,0.04756047560475605,Q1 (Top),LONG
SSL.TO,1.0783530552523595,0.004018352153710936,117.0,0.04797047970479705,Q1 (Top),LONG
ASTS,1.06131889676261,0.3806030890030707,118.0,0.048380483804838045,Q1 (Top),LONG
RIOT,1.0595239348520704,0.021544920263709244,119.0,0.04879048790487905,Q1 (Top),LONG
AGX,1.0590773125649355,-0.028846429844373356,120.0,0.04920049200492005,Q1 (Top),LONG
GEV,1.0423639837616752,-0.03237930295849267,121.0,0.04961049610496105,Q1 (Top),LONG
EQX.TO,1.0246753946446856,-0.02694035100597647,122.0,0.05002050020500205,Q1 (Top),LONG
ARKW,1.007934710771282,0.010022335455488474,123.0,0.05043050430504305,Q1 (Top),LONG
OR.TO,1.0073382155472301,-0.013445679749250372,124.0,0.05084050840508405,Q1 (Top),LONG
U,0.9940239575527543,-0.053696340577383594,125.0,0.05125051250512505,Q1 (Top),LONG
RBRK,0.9934562129411066,0.006930087475066404,126.0,0.05166051660516605,Q1 (Top),LONG
RING,0.9891145550261278,0.014062798253504205,127.0,0.052070520705207055,Q1 (Top),LONG
URBN,0.986926252830914,0.019879576688765832,128.0,0.05248052480524805,Q1 (Top),LONG
AEM,0.9832987605132311,0.005102044511199111,129.0,0.05289052890528905,Q1 (Top),LONG
EDV.TO,0.9758464844230468,0.0037632778677474388,130.0,0.05330053300533005,Q1 (Top),LONG
BTSG,0.9746158275660035,-0.0405953612067349,131.0,0.053710537105371055,Q1 (Top),LONG
HWM,0.9733100978144353,-0.035570483002153375,132.0,0.05412054120541206,Q1 (Top),LONG
GDXJ,0.9693752936790783,0.007169535425876283,133.0,0.05453054530545305,Q1 (Top),LONG
PPTA.TO,0.9678545787328772,0.08132105567954384,134.0,0.05494054940549405,Q1 (Top),LONG
SNOW,0.9643790598435698,0.04229657795191266,135.0,0.055350553505535055,Q1 (Top),LONG
AVGO,0.9623353998031403,0.02564333109384198,136.0,0.05576055760557606,Q1 (Top),LONG
AS,0.9467786698802729,-0.011223004018660054,137.0,0.05617056170561706,Q1 (Top),LONG
XGD.TO,0.9406728729097973,0.013060563925866742,138.0,0.056580565805658053,Q1 (Top),LONG
SYM,0.9395465905063318,0.1706863949498223,139.0,0.056990569905699055,Q1 (Top),LONG
CAR,0.9345784014966112,-0.037429217733606635,140.0,0.05740057400574006,Q1 (Top),LONG
RDDT,0.9278289992447346,-0.09909129962431895,141.0,0.05781057810578106,Q1 (Top),LONG
TXG.TO,0.9260738871148153,0.022648709713608106,142.0,0.05822058220582206,Q1 (Top),LONG
SII.TO,0.9228356982330468,0.014783427954888184,143.0,0.058630586305863056,Q1 (Top),LONG
TIGO,0.9224286973979503,-0.008034597904667096,144.0,0.05904059040590406,Q1 (Top),LONG
GDX,0.9161363466760035,0.008900527376893397,145.0,0.05945059450594506,Q1 (Top),LONG
CELH,0.9112367627753517,0.021047122093333703,146.0,0.05986059860598606,Q1 (Top),LONG
ATGE,0.9086752402759635,-0.03858848541819904,147.0,0.06027060270602706,Q1 (Top),LONG
MIRM,0.9061362273456468,-0.004910661878877121,148.0,0.06068060680606806,Q1 (Top),LONG
BBD-B.TO,0.9042179483111117,0.03240530874109626,149.0,0.06109061090610906,Q1 (Top),LONG
SHOP,0.9001406770231724,0.08431464052106397,150.0,0.06150061500615006,Q1 (Top),LONG
SIL,0.8992957361118854,-0.009493233718410266,151.0,0.06191061910619106,Q1 (Top),LONG
SKE.TO,0.8943089184480162,-0.04877097311471823,152.0,0.062320623206232065,Q1 (Top),LONG
SHLD,0.8927078044900971,0.004413513630645793,153.0,0.06273062730627306,Q1 (Top),LONG
NEM,0.8926022047202016,0.030245559549276546,154.0,0.06314063140631407,Q1 (Top),LONG
ETNB,0.8894600787712899,0.010204120690535445,155.0,0.06355063550635506,Q1 (Top),LONG
MRUS,0.8856399148893903,0.0014869823407273053,156.0,0.06396063960639606,Q1 (Top),LONG
OSIS,0.8851826097594622,0.0081447549934055,157.0,0.06437064370643707,Q1 (Top),LONG
COIN,0.8827893457984655,0.12601854872721185,158.0,0.06478064780647806,Q1 (Top),LONG
SMR,0.8808778029256379,0.1144444147745769,159.0,0.06519065190651907,Q1 (Top),LONG
ARKK,0.8805840967438496,0.023406681015468056,160.0,0.06560065600656007,Q1 (Top),LONG
ATZ.TO,0.8777603583960265,-0.015443134319849672,161.0,0.06601066010660106,Q1 (Top),LONG
HL,0.8728982008676924,-0.016528988151582213,162.0,0.06642066420664207,Q1 (Top),LONG
WBTN,0.8663462076314121,-0.07161253995752936,163.0,0.06683066830668306,Q1 (Top),LONG
GTX,0.8640223234658932,-0.011013187943511915,164.0,0.06724067240672407,Q1 (Top),LONG
APH,0.8611693788563375,-0.01236362649936873,165.0,0.06765067650676507,Q1 (Top),LONG
NXT,0.8581114623510839,0.04243816029606884,166.0,0.06806068060680606,Q1 (Top),LONG
ATEC,0.8522293170057806,-0.03988995359200387,167.0,0.06847068470684707,Q1 (Top),LONG
UNFI,0.8495574557357279,0.07735247022949121,168.0,0.06888068880688807,Q1 (Top),LONG
BITX,0.841697169990915,0.15014517734463273,169.0,0.06929069290692907,Q1 (Top),LONG
TSLL,0.8382550419173613,-0.07010901974390393,170.0,0.06970069700697007,Q1 (Top),LONG
LAUR,0.8358556667793162,-0.0649968638206333,171.0,0.07011070110701106,Q1 (Top),LONG
KAR,0.8215190088112867,-0.014940941449501421,172.0,0.07052070520705207,Q1 (Top),LONG
LRCX,0.8200192221300899,0.08894700675876632,173.0,0.07093070930709307,Q1 (Top),LONG
NRG,0.8194417230530384,0.026736658923423917,174.0,0.07134071340713408,Q1 (Top),LONG
IESC,0.818493607839418,-0.036791160838345105,175.0,0.07175071750717507,Q1 (Top),LONG
KNT.TO,0.8164146089719122,0.05172418876446905,176.0,0.07216072160721607,Q1 (Top),LONG
WWW,0.8140463975339964,-0.07315295379144815,177.0,0.07257072570725707,Q1 (Top),LONG
IBKR,0.813568346851383,0.022525840818958587,178.0,0.07298072980729807,Q1 (Top),LONG
SPOT,0.8125162008238878,-0.025071633237822355,179.0,0.07339073390733908,Q1 (Top),LONG
TEM,0.8088301438034888,0.13567097883592139,180.0,0.07380073800738007,Q1 (Top),LONG
GENI,0.8072993119413736,-0.03473346536355826,181.0,0.07421074210742107,Q1 (Top),LONG
FVI.TO,0.7979798480217415,0.0,182.0,0.07462074620746208,Q1 (Top),LONG
UEC,0.7978436678468068,-0.009745135903592828,183.0,0.07503075030750307,Q1 (Top),LONG
SILJ,0.7966668383317306,-0.0008661956531615944,184.0,0.07544075440754408,Q1 (Top),LONG
ARWR,0.7935518720483459,0.04725999345009102,185.0,0.07585075850758508,Q1 (Top),LONG
SITM,0.7827939610187167,0.02276730252804371,186.0,0.07626076260762607,Q1 (Top),LONG
TSLA,0.7799479301851642,-0.033481774167040346,187.0,0.07667076670766708,Q1 (Top),LONG
WDO.TO,0.7770492331246737,0.01752763631999965,188.0,0.07708077080770807,Q1 (Top),LONG
SGI,0.7761350089254251,-0.0010672828807174461,189.0,0.07749077490774908,Q1 (Top),LONG
MFI.TO,0.769840003467571,-0.024333513130474826,190.0,0.07790077900779008,Q1 (Top),LONG
MDGL,0.7685663998565322,-0.03412112190190797,191.0,0.07831078310783107,Q1 (Top),LONG
JBL,0.7677439476072871,-0.06948471918368537,192.0,0.07872078720787208,Q1 (Top),LONG
GE,0.7620264125118501,-0.012698647800050145,193.0,0.07913079130791308,Q1 (Top),LONG
GLW,0.7609484240769806,0.018651698184384502,194.0,0.07954079540795408,Q1 (Top),LONG
PSKY,0.7566790177218723,0.008985204841883032,195.0,0.07995079950799508,Q1 (Top),LONG
DDS,0.7545840321218169,0.0028805161885010477,196.0,0.08036080360803607,Q1 (Top),LONG
DOCS,0.752515538676084,0.0015037677109637215,197.0,0.08077080770807708,Q1 (Top),LONG
WULF,0.7515337591567179,0.04378283683534456,198.0,0.08118081180811808,Q1 (Top),LONG
AAP,0.7507605905641743,-0.0009772210390862623,199.0,0.08159081590815909,Q1 (Top),LONG
FM.TO,0.7498610307252773,0.027318952441460764,200.0,0.08200082000820008,Q1 (Top),LONG
CYBR,0.7472516023881233,0.014985037448855598,201.0,0.08241082410824108,Q1 (Top),LONG
MGNI,0.7451924267252561,-0.06795231418392145,202.0,0.08282082820828209,Q1 (Top),LONG
TKO,0.7448124702277585,-0.022826304501380346,203.0,0.08323083230832308,Q1 (Top),LONG
ABX.TO,0.7369293105141492,0.03631590200525725,204.0,0.08364083640836409,Q1 (Top),LONG
DASH,0.7357370487008557,-0.002830946142570845,205.0,0.08405084050840508,Q1 (Top),LONG
CALX,0.734595734288769,-0.030307978535505598,206.0,0.08446084460844608,Q1 (Top),LONG
MTZ,0.7317112752506014,0.014097082065770872,207.0,0.08487084870848709,Q1 (Top),LONG
AGI.TO,0.7313556934807539,-0.022057302243798538,208.0,0.08528085280852808,Q1 (Top),LONG
TFPM.TO,0.7269400541136866,0.018409424867461777,209.0,0.08569085690856909,Q1 (Top),LONG
NVMI,0.7250944327983755,0.007414112150523122,210.0,0.08610086100861009,Q1 (Top),LONG
TSEM,0.7230697004117068,0.006500602648275677,211.0,0.08651086510865108,Q1 (Top),LONG
KNSA,0.718902238546747,-0.008756119921580097,212.0,0.08692086920869209,Q1 (Top),LONG
HWKN,0.7187008576253744,0.0008756767788991038,213.0,0.08733087330873308,Q1 (Top),LONG
PRDO,0.7163883311902415,-0.028146611194525994,214.0,0.08774087740877409,Q1 (Top),LONG
CRK,0.7153978550083451,0.08068584909861665,215.0,0.08815088150881509,Q1 (Top),LONG
HCI,0.7140675630199651,0.00807587719953795,216.0,0.08856088560885608,Q1 (Top),LONG
DLO,0.7118136072906103,-0.016806706975212804,217.0,0.08897088970889709,Q1 (Top),LONG
ALNY,0.7104917898796204,0.0007675572445517975,218.0,0.08938089380893809,Q1 (Top),LONG
WPM.TO,0.7078517164520692,-0.017721906178731595,219.0,0.0897908979089791,Q1 (Top),LONG
IONS,0.7040895860650966,0.05701625590543369,220.0,0.09020090200902009,Q1 (Top),LONG
STNE,0.7036035313098146,-0.049709177241810454,221.0,0.09061090610906108,Q1 (Top),LONG
QTUM,0.6981557016052975,0.05042410734414471,222.0,0.0910209102091021,Q1 (Top),LONG
CORT,0.6971614976234686,0.06064253252934759,223.0,0.09143091430914309,Q1 (Top),LONG
LYFT,0.696993043618797,-0.0009086986622302007,224.0,0.0918409184091841,Q1 (Top),LONG
AXON,0.6945454891344451,-0.002968068724339412,225.0,0.09225092250922509,Q1 (Top),LONG
FNV.TO,0.6924924135793327,-0.007909035014185939,226.0,0.09266092660926609,Q1 (Top),LONG
HBM.TO,0.6904636481189683,0.04174569088954194,227.0,0.0930709307093071,Q1 (Top),LONG
ORCL,0.689378333941636,0.017422929114664587,228.0,0.09348093480934809,Q1 (Top),LONG
PRM,0.6859939638446833,-0.0031263821675932,229.0,0.0938909389093891,Q1 (Top),LONG
MU,0.6850320342448981,0.12328248234882833,230.0,0.0943009430094301,Q1 (Top),LONG
PAAS.TO,0.6848620002905546,0.010383856297461858,231.0,0.09471094710947109,Q1 (Top),LONG
ESE,0.6841810948854219,-0.012608430069112941,232.0,0.0951209512095121,Q1 (Top),LONG
CAE.TO,0.6820407789580678,-0.02596456487734744,233.0,0.09553095530955309,Q1 (Top),LONG
SNEX,0.6812526933301883,0.0012881974353078363,234.0,0.0959409594095941,Q1 (Top),LONG
LGND,0.675875160870516,0.021734256050475187,235.0,0.0963509635096351,Q1 (Top),LONG
PSTG,0.6745254512718335,0.03663047111626394,236.0,0.09676096760967609,Q1 (Top),LONG
DY,0.6736075643960198,-0.01819988134377759,237.0,0.0971709717097171,Q1 (Top),LONG
FLEX,0.6720508878661593,-0.03174055742353099,238.0,0.0975809758097581,Q1 (Top),LONG
NAMS,0.6709753095855364,0.078410671601987,239.0,0.0979909799097991,Q1 (Top),LONG
AFRM,0.6665907496937369,0.02394635955326918,240.0,0.0984009840098401,Q1 (Top),LONG
AG.TO,0.6660495583846942,-0.009947341999771875,241.0,0.09881098810988109,Q1 (Top),LONG
CENX,0.6634561611846879,0.01737057964167832,242.0,0.0992209922099221,Q1 (Top),LONG
ETH,0.6601694776216689,0.08831033837474433,243.0,0.0996309963099631,Q1 (Top),LONG
ELD.TO,0.6593724098311142,0.012192129763875181,244.0,0.1000410004100041,Q1 (Top),LONG
CMPO,0.6589860294366297,-0.021613778203017353,245.0,0.1004510045100451,Q1 (Top),LONG
GTLS,0.65796878622098,0.0023482449914347114,246.0,0.1008610086100861,Q1 (Top),LONG
ZS,0.6575032622952932,0.019188413300840645,247.0,0.1012710127101271,Q1 (Top),LONG
ETHA,0.6566771540754579,0.08727382014204932,248.0,0.1016810168101681,Q1 (Top),LONG
FETH,0.6560382217763709,0.08784600704934031,249.0,0.10209102091020911,Q1 (Top),LONG
CRWD,0.6518341797703002,-0.0010196174293841676,250.0,0.1025010250102501,Q1 (Top),LONG
CRS,0.6473852967282043,0.008063904213032824,251.0,0.1029110291102911,Q1 (Top),LONG
SMCI,0.6468566685519559,0.08385483047394149,252.0,0.1033210332103321,Q1 (Top),LONG
POU.TO,0.6433406679126248,0.02358703617451896,253.0,0.1037310373103731,Q1 (Top),LONG
SANM,0.6420827833947365,-0.0089479521660627,254.0,0.10414104141041411,Q1 (Top),LONG
MEDP,0.636305681201349,0.035650416304754184,255.0,0.1045510455104551,Q1 (Top),LONG
HODL,0.6356744534805496,0.0738337803061917,256.0,0.1049610496104961,Q1 (Top),LONG
KLAC,0.6345856770900538,0.021277650437290463,257.0,0.10537105371053711,Q1 (Top),LONG
FBTC,0.6343539881670044,0.07374011412064063,258.0,0.1057810578105781,Q1 (Top),LONG
IBIT,0.6339869782456768,0.07399996243990392,259.0,0.10619106191061911,Q1 (Top),LONG
BITB,0.6339285249183468,0.07393118585459768,260.0,0.1066010660106601,Q1 (Top),LONG
ARKB,0.6326939647405336,0.0739085044570853,261.0,0.1070110701107011,Q1 (Top),LONG
FIVE,0.6320286470521717,0.00872660717612872,262.0,0.10742107421074211,Q1 (Top),LONG
FTT.TO,0.6308612469658821,0.011136909570139908,263.0,0.1078310783107831,Q1 (Top),LONG
BTC,0.6305958876702469,0.07505429897084559,264.0,0.10824108241082411,Q1 (Top),LONG
C,0.6303138840681082,-0.03704435602197509,265.0,0.10865108651086511,Q1 (Top),LONG
WRBY,0.6290608048763233,-0.049311117263005855,266.0,0.1090610906109061,Q1 (Top),LONG
AHR,0.627532205430797,-0.026422205189314263,267.0,0.10947109471094711,Q1 (Top),LONG
MDA.TO,0.6272300980699599,0.01961916642150685,268.0,0.1098810988109881,Q1 (Top),LONG
VSEC,0.6257326347243961,-0.011730101916481495,269.0,0.11029110291102912,Q1 (Top),LONG
ETHE,0.6234012063911984,0.08695650722004089,270.0,0.11070110701107011,Q1 (Top),LONG
ODD,0.6228184482300159,-0.04847512832660128,271.0,0.1111111111111111,Q1 (Top),LONG
FROG,0.6220014165887304,0.015634858126795992,272.0,0.11152111521115211,Q1 (Top),LONG
SMTC,0.6168816286193979,0.007697733733372125,273.0,0.11193111931119311,Q1 (Top),LONG
GBTC,0.6142779294693279,0.07340987204764637,274.0,0.11234112341123412,Q1 (Top),LONG
ROAD,0.6131080221631326,-0.010708666223240626,275.0,0.11275112751127511,Q1 (Top),LONG
CCO.TO,0.6083988597954335,0.005993124400279326,276.0,0.11316113161131611,Q1 (Top),LONG
EBAY,0.6067392756773387,0.013413977588118131,277.0,0.11357113571135712,Q1 (Top),LONG
RL,0.6058667935347299,0.026310754127552016,278.0,0.11398113981139811,Q1 (Top),LONG
NEU,0.6053452936316168,0.02152830270300221,279.0,0.11439114391143912,Q1 (Top),LONG
LOPE,0.6010502756564604,-0.0103862916131644,280.0,0.11480114801148011,Q1 (Top),LONG
USAR,0.5975836587732093,0.5101802372280044,281.0,0.11521115211152111,Q1 (Top),LONG
TTWO,0.5975759547452171,-0.002631958175937976,282.0,0.11562115621156212,Q1 (Top),LONG
HII,0.5968757601008676,-0.012747085481758735,283.0,0.11603116031160311,Q1 (Top),LONG
LRN,0.5966981602755217,-0.03612196048492089,284.0,0.11644116441164412,Q1 (Top),LONG
ELAN,0.59335433881437,0.02482621723697709,285.0,0.11685116851168512,Q1 (Top),LONG
URA,0.5932674895010117,0.040486687210176564,286.0,0.11726117261172611,Q1 (Top),LONG
CBCY,0.5911073680703272,0.010309278350515427,287.0,0.11767117671176712,Q1 (Top),LONG
VRSN,0.5898054061314661,-0.023571900294183434,288.0,0.11808118081180811,Q1 (Top),LONG
WNS,0.5892893097623897,0.0003934234956353144,289.0,0.11849118491184912,Q1 (Top),LONG
MYRG,0.5880152578572284,-0.040763331141176695,290.0,0.11890118901189012,Q1 (Top),LONG
